sto,ocp
5.9422200e-01,1.0958699e-01
5.9728500e-01,1.0920516e-01
6.0034800e-01,1.0855076e-01
6.0341100e-01,1.0786873e-01
6.0647400e-01,1.0726818e-01
6.0953700e-01,1.0653230e-01
6.1260000e-01,1.0560372e-01
6.1566300e-01,1.0458071e-01
6.1872600e-01,1.0347761e-01
6.2178900e-01,1.0215291e-01
6.2485200e-01,1.0061384e-01
6.2791500e-01,9.9086496e-02
6.3097800e-01,9.7365589e-02
6.3404100e-01,9.5387963e-02
6.3710400e-01,9.3601205e-02
6.4016700e-01,9.1814396e-02
6.4323000e-01,9.0304264e-02
6.4629300e-01,8.9195236e-02
6.4935600e-01,8.8586001e-02
6.5241900e-01,8.8204164e-02
6.5548200e-01,8.8182096e-02
6.5854500e-01,8.7822328e-02
6.6160800e-01,8.7249574e-02
6.6467100e-01,8.6302765e-02
6.6773400e-01,8.5661466e-02
6.7079700e-01,8.4958557e-02
6.7386000e-01,8.4187768e-02
6.7692300e-01,8.3431212e-02
6.7998600e-01,8.2858457e-02
6.8304900e-01,8.2476621e-02
6.8611200e-01,8.2094785e-02
6.8917500e-01,8.2094785e-02
6.9223800e-01,8.2094785e-02
6.9530100e-01,8.2094785e-02
6.9836400e-01,8.2094785e-02
7.0142700e-01,8.2094785e-02
7.0449000e-01,8.2094785e-02
7.0755300e-01,8.2094785e-02
7.1061600e-01,8.2159502e-02
7.1367900e-01,8.2285703e-02
7.1674200e-01,8.2285703e-02
7.1980500e-01,8.2285703e-02
7.2286800e-01,8.2285703e-02
7.2593100e-01,8.2285703e-02
7.2899400e-01,8.2379005e-02
7.3205700e-01,8.2447424e-02
7.3512000e-01,8.2476621e-02
7.3818300e-01,8.2476621e-02
7.4124600e-01,8.2476621e-02
7.4430900e-01,8.2476621e-02
7.4737200e-01,8.2476621e-02
7.5043500e-01,8.2476621e-02
7.5349800e-01,8.2285703e-02
7.5656100e-01,8.2422302e-02
7.5962400e-01,8.2285703e-02
7.6268700e-01,8.2285703e-02
7.6575000e-01,8.2325684e-02
7.6881300e-01,8.2285703e-02
7.7187600e-01,8.2285703e-02
7.7493900e-01,8.2285703e-02
7.7800200e-01,8.2285703e-02
7.8106500e-01,8.2285703e-02
7.8412800e-01,8.2106011e-02
7.8719100e-01,8.2094785e-02
7.9025400e-01,8.2094785e-02
7.9331700e-01,8.2094785e-02
7.9638000e-01,8.2094785e-02
7.9944300e-01,8.2094785e-02
8.0250600e-01,8.2094785e-02
8.0556900e-01,8.2094785e-02
8.0863200e-01,8.2094785e-02
8.1169500e-01,8.2094785e-02
8.1475800e-01,8.2094785e-02
8.1782100e-01,8.2094785e-02
8.2088400e-01,8.2048789e-02
8.2394700e-01,8.1903867e-02
8.2701000e-01,8.1903867e-02
8.3007300e-01,8.1903867e-02
8.3313600e-01,8.1712949e-02
8.3619900e-01,8.1712949e-02
8.3926200e-01,8.1712949e-02
8.4232500e-01,8.1712949e-02
8.4538800e-01,8.1712949e-02
8.4845100e-01,8.1712949e-02
8.5151400e-01,8.1712949e-02
8.5457700e-01,8.1712949e-02
8.5764000e-01,8.1625287e-02
8.6070300e-01,8.1522031e-02
8.6376600e-01,8.1522031e-02
8.6682900e-01,8.1331113e-02
8.6989200e-01,8.1331113e-02
8.7295500e-01,8.1331113e-02
8.7601800e-01,8.1331113e-02
8.7908100e-01,8.1140194e-02
8.8214400e-01,8.1140194e-02
8.8520700e-01,8.1140194e-02
8.8827000e-01,8.0949276e-02
8.9133300e-01,8.0949276e-02
8.9439600e-01,8.0949276e-02
8.9745900e-01,8.0949276e-02
9.0052200e-01,8.0758358e-02
9.0358500e-01,8.0758358e-02
9.0664800e-01,8.0567440e-02
9.0971100e-01,8.0443338e-02
9.1277400e-01,8.0376522e-02
9.1583700e-01,8.0376522e-02
9.1890000e-01,8.0185604e-02
9.2196300e-01,8.0185604e-02
9.2502600e-01,8.0100479e-02
9.2808900e-01,7.9994686e-02
9.3115200e-01,7.9803768e-02
9.3421500e-01,7.9803768e-02
9.3727800e-01,7.9634918e-02
9.4034100e-01,7.9612850e-02
9.4340400e-01,7.9421932e-02
9.4646700e-01,7.9421932e-02
9.4953000e-01,7.9360631e-02
9.5259300e-01,7.9040095e-02
9.5565600e-01,7.9040095e-02
9.5871900e-01,7.9040095e-02
9.6178200e-01,7.8849177e-02
9.6484500e-01,7.8658259e-02
9.6790800e-01,7.8658259e-02
9.7097100e-01,7.8467341e-02
9.7403400e-01,7.8276423e-02
9.7709700e-01,7.8085505e-02
9.8016000e-01,7.7894587e-02
9.8322300e-01,7.7703669e-02
9.8628600e-01,7.7512751e-02
9.8934900e-01,7.7321832e-02
9.9241200e-01,7.7130914e-02
9.9547500e-01,7.6749078e-02
9.9853800e-01,7.6558160e-02
